ID,TITLE,BODY
@0,Eric Meng ,"Eric stand by the crime scene notebook in hand writting a few things down before he looks up and notices you, a small smirk crossing his face as he sees you..."
1,You ,Approach them
11,You ,You draw closer
111,Eric Meng ,"""Well if it isn't my favorite Detective, come to determine if the killings fall in line with the local legend The Beast of the Forest."""
1111,You ,"""Beast of The Forest?"""
11111,Eric Meng ,"""Why yes, you've never heard if the legends that surrounded the forest."""
111111,Eric Meng ," ""I personally don't know much about them, but I do know that a few month's back someone had a bounty."""
1111111,Eric Meng ,"""Placed on the creature's head for either it's capture or proof that it had been killed. It's part of the reason so many people are out camping in the area."""
11111111,You,"""Does anyone know who put out the bounty?"""
111111111,Eric Meng ,"""Now that's the puzzling thing Detective, anyone that I managed to get a hold of didn't seem to have the slightest idea."""
1111111111,Eric Meng ,"""All they said what that one day the local newspaper mentioned that some benefactor had put forth a large sum of money for either their death or capture.""[end]"
111112,You ,"""Why would someone want to go after something that may not even be real?"""
1111121,Eric Meng ,"""I couldn't even begin to wonder why someone would either be crazy enough to try and pursue one of these creatures, much less try to have one brought in alive."""
11111211,Eric Meng ,"""Something about this whole situation seems extremly fishy to me. Like were not seeing the whole picture. But I'm determined to get to the bottom of this."""
111112111,Eric Meng ,"""The people must know the truth!""[end]"
2,You,"""I don't have time for this."""
21,You ,You continue walking past the reporter without giving them another look.
211,Eric Meng ,"""Aw come on Detective, and here I though we were starting to become friends. Fine, be big, bad, and brooding, the truth shall be heard by the people none the less.""[end]"
@0,You ,Approaching them you catch part of what they appear to be mumbling to themselves
1,Onlooker,"""I saw it....I saw it."""
11,You ,"""What did you see?"""
111,You ,The gentle phrasing of the question seems to momentarially snap them out of their stupor.
12,Onlooker ,"""W-well I saw it."""
121,You ,"""What was it?"""
1211,Onlooker ,"""You know that thing everyone is always talking about that lurks in the forest."""
12111,You ,"""The Beast of the Forest?"""
121111,Onlooker ,"""Yes! That's the one, I saw it, merely for a brief moment, but I did see it. I swears it."""
12112,You ,"""Sorry I'm not sure what you're talking about."""
121121,Onlooker ,"""You...it had to have been real right? I swear I saw something of maybe not?"" They fall back into their indecipherable muttering, the moment of clarity being broken.[end][lock122]"
122,You ,"""Can you describe what you saw?"""
1221,Onlooker,"""I didn't see much, all I can tell you is that I was sound asleep when suddenly I heard screams that made my blood run cold."""
12211,Onlooker,"""I poked my head out of my tent to investigate and it was then that I saw it. It was some hulking beast. I would say that it was easily around 8 to 15 feet tall."""
122111,Onlooker,"""Looming over one of the campsites, that's all I saw before I quickly pulled my head back into my tent and pray that the Beast didn't come for me next.""[end]"
2,You,"""Look pal, I don't have time to deal with this."""
21,You,The onlooker only shrinks further into themselves as a result.
211,You,Only seeming to be muttering even faster and more incoherently than before. No longer responding to anything you do or say.[end][lock122]
@0,Tarot Card Merchant ,"""Hello Detective, and what is it that I can do for you today."""
1,You ,"""Would you happen to know what this symbol is?"""
11,You ,"As soon as you show her the symbol, all the color seems to leave her face."
111,Tarot Card Merchant ,"""I-I've never seen that symbol anywhere in my life! Now if you'll excuse me I have other matters that I must attend to."""
1111,You ,"Before you can press further with anymore questions, she pushes past you and heads away from the crime scene.[end]"
2,You ,"""Were you present at the time of the attack?"""
21,Tarot Card Merchant ,"""I was not there the time those poor souls were attacked, but I was the one to find them."""
211,Tarot Card Merchant ,"""I was out picking herbs for a client that I had later today when I had stumbled upon the horrible site and notified the police as soon as possible.""[back0]"
3,You,"""Are you sure there wasn't anything?"""
31,Tarot Card Merchant ,"""Now that you mention it, there was something odd that did occur when I was out on one of my nightly walks. I did see something moving through the brush,"""
311,Tarot Card Merchant ,"""I though it was a deer or maybe it looked more like a fox or possibly a bear, I'm not entierly sure."""
3111,Tarot Card Merchant ,"""Though whatever it is I saw the animal looked...wrong, as if it was something that served more as an imitation than it being the real thing."""
31111,Tarot Card Merchant ,"""So not wanting to potentially be that things next meal, I decided to cut my walk short and head back home.""[end]"
@0,Lary Ant,"""You have reached the household of Ant, this is Lary Ant speaking."""
1,You ,"""Mr. Ant I'm a Detective with the Abra county police department and I have a few questions for you."""
11,Lary Ant,"""Ah, I was wondering when I would get this phone call. Yes what can I do for you?"""
111,You ,"""Why did you have the precinct pass your information on to me?"""
1111,Lary Ant,"""I was close with one of the hunters that had been killed recently and hearing about that the next victims might have been thoses two kids."""
11111,Lary Ant,"""I felt like I couldn't just not provide any help at all.""[back11]"
112,You ,"""Has anything strange occured in the forest lately?"""
1121,Lary Ant,"""Well it's a still a few weeks from the hunting season for the game that I'm after, so I haven't been out there a whole lot right now."""
11211,Lary Ant,"""But I have heard a few of my camping buddies mentioning that something big seems to be prowling about."""
112111,Lary Ant,"""They claim that they've found animals torn to shreds, one of them even claming that they came across a bear that had it's back broken."""
1121111,Lary Ant,"""Now I haven't actually seen anything like this myself, so I don't think it's anymore than Beast of the Forest mumbo jumbo.""[back11]"
113,You ,"""Were you there on the night of the attack?"""
1131,Lary Ant,"""I wasn't no, but there might have been someone who was?""[back11]"
114,You ,"""Do you know anyone who might've been there?"""
1141,Lary Ant,"""A guy that let's just say, really likes The Beast of the Forest."""
11411,Lary Ant,"""Most people refer to him as the local weirdo, but I believe that his name is Edwin.""[end]"
@0,Flora Burn ,"""Hello."""
1,You ,"""Flora Burns?"""
11,Flora Burn ,"""Yes, who is this?"""
111,You ,"""I'm a Detective with the Abra county police an-"""
1111,Flora Burn ,"""Oh! Have you found him? Has Wyatt been found? He said that he would only be out camping for a few days."""
11111,Flora Burn ,"""But I haven't heard from him in a while and I'm starting to get worried."""
111111,Flora Burn ,"""Please tell me you know something, anything about what happened to him."""
1111111,You ,"""Ma'am I'm sorry, Wyatt was involved in an incident."""
11111111,Flora Burn ,"""So it's true then, I heard people talking about some creature that attacked the campsites. I didn't want to believe it, I truly didn't.....thank you for telling me."" "
111111111,Flora Burn ,"""Now if you'll excuse me I have preperations to make.""[end]"
1111112,You ,"""We....we have yet to find any sign of Wyatt."""
11111121,Flora Burn ,"""Thank you Detective, I was starting to fear for the worst. But your words give me hope, if there's anything that you need from me I'll do my best to provide it."""
1111113,You ,"""Do you have any idea why Wyatt went out camping?"""
11111131,Flora Burn ,"""He didn't tell me a whole lot about it, though he did mention something about this being his chance."" "
111111311,Flora Burn ,"""Unfortunately I'm not sure what he meant or anything more than that. I apologize that there isn't anything more I can do.""[end]"
@0,Todiri Poppy ,"""Yes?"""
1,You ,"""Mrs. Poppy? I'm a detective with the Abra county police and I would like to ask you a few questions."""
11,Todiri Poppy ,"""Why of course Detective, what is it that you need to know?"""
111,You ,"""Do you know anything about The Beast of the Forest?"""
1111,Todiri Poppy ,"""The Beast of the Forest? I don't deal in fairytales dear Detective. If you want to be talked to death about things that aren't real I suggest talking to Edwin."" "
11111,Todiri Poppy ,"""The Beast is the only thing he ever talks about these days.""[back11]"
112,You,"""Is there anything you can tell me about Wyatt?"""
1121,Todiri Poppy ,"""Ah yes Wyatt Burn, a sweet boy that always felt like he had something to prove."" "
11211,Todiri Poppy ,"""Rumor has it that he went out in the forest to try and capture that rediculous Beast of the Forest."" "
112111,Todiri Poppy ,"""All to claim the reward on it's head, another fool chasing something that isn't there. Though the usualy come back ratled and scared half to death, not missing."""
1121111,Todiri Poppy ,"""Though I've heard that more and more people have been dying for this pointless persuit recently, such a waste of life.""[back11] "
113,You ,"""Was there anyone else that hasn't been seen for a while?"""
1131,Todiri Poppy ,"""There was one girl that I've heard hasn't been around the same amount of time that Wyatt has. I believe her name was Clover, Wyatt was always sweet on her."" "
11311,Todiri Poppy ,"""I've heard some people saying that they had both just simply ran away together never to be seen again."" "
113111,Todiri Poppy ,"""Though others believe that they were the ones to be the victims of the attack."""
1131111,Todiri Poppy ,"""Clover was said to always been seen around wearing a braclet that Wyatt gave to her."""
11311111,Todiri Poppy ,"""That is everything that I've heard about the matter, do with the information what you will.""[end]"
@0,Edwin ,"""Yes, who is this? Who sent you? You won't take me alive!"""
1,You ,"""Calm down sir, I'm a detective, I just want to ask you a few questions about The Beast of the Forest."""
11,Edwin ,"""..."""
111,Edwin ,"""Well why didn't you just say so, I didn't realize that the authorities would have anyone in their ranks with an interest in what so many people write off as a fairytale."""
1111,Edwin ,"""Now what would you like to know?"""
121,You ,"""Do you have any idea what The Beast could even be?"""
1211,Edwin ,"""Now that is something that has been debated by many that have come here in search of it. No two reports of The Beast ever being exactly the same.""[back1111]"
122,You ,"""Have there been any reports about the creature?"""
1221,Edwin ,"""There have been many over the years, going all the way back to when it was claimed to have first been seen many years ago."" "
12211,Edwin ,"""The reports are only ever increasing in frequency since that blasted reward was announcd a few months back. All of them having little consistency with one another."""
122111,Edwin ,"""With the closest being that there have been several people that have claimed that The Beast looked to be some kind of feral deer standing on its hind legs."" "
1221111,Edwin ,"""While a few others have claimed to see what they have described to be a very large bear with mangy fur and dried blood on it's pelt."" "
12211111,Edwin ,"""I believe that there were even one or two people that claimed that they saw something akin to a fox or coyote that looks completly feral."""
122111111,Edwin ,"""As for me I think that it's some kind of creature beyound our comprehension. A spirit of the forest given physical form, attacking those that disrespect it.""[back1111]"
123,You ,"""Were you there the night that The Beast attacked."""
1231,Edwin ,"""I was....it was supposeted to be the happiest night of my life. As it was where I got to truly see The Beast in all its glory."" "
12311,Edwin ,"""A beautiful thing that towered among the trees, bigger than anything animal I have ever seen."" "
123111,Edwin ,"""Though I will admit that it looked more like a walking corpse than it did a majestic creature of legend."" "
1231111,Edwin ,"""I swear that I could almost see the skeleton of the creature pushing through it's skin in some areas."""
12311111,Edwin ,"""But then that beatiful moment was shattered by shoutting coming from one of the nearby campsites."""
123111111,Edwin ,"""At first I though nothing of it, but then The Beast began bounding twards the source of the noise."""
1231111111,Edwin ,"""Their shouts quickly being replaced of that of blood curtling screams.""[back1111]"
124,You,"""Has anyone else been attacked recently?"""
1241,Edwin ,"""There are usually always a few different atttacks from what people claim to be The Beast, though they usually tend to only have scrapes a bruises."" "
12411,Edwin ,"""But there was said to be someone that had stumbled into one of the campsites with large gash marks on his body."" "
124111,Edwin ,"""Unfortuantly he died before they got him to the hosipital."" "
1241111,Edwin ,"""There may be other incidents but that is the only one I know of.""[end]"
2,You ,"""Look pal I don't have time for all this conspiratory nonsence."""
21,Edwin ,"""You don't scare me cop, I've been through hell and back in 86'. Nothing you can say will ever get under my skin, now what is it you want anyways."""
211,You ,"""I'm calling to ask about some big monster."""
2111,Edwin ,"""Big monster....you mean the legendary Beast of the Forest. The fabled monster is said to be as tall as a house and as strong as 50 men."" "
21111,Edwin ,"""Said to attack those that cause a disturbance in the forest that it roams."""
211111,You ,"""Yes, that is the one, is there anything you can tell me?"""
2111111,Edwin ,"""I know just about everything there's to know about it. Some would even call me an expert in the subject matter. Now what is it you would like to know?""[back1111]"
21112,You ,"""Maybe.....I don't know and I honestly don't care, I just need any information that you may have on the case. Then we can both go on with our lives."""
211121,Edwin ,"""Young folk, always so rude and pushy to get answers. Never did respect your elders enough, did you boy? For that you'll get nothing from me."" "
2111211,Edwin ,"""Go bully your information out of someone else.""[end]"
@0,Officer Tackelmore,"""Ah! Detective, good to see ya."""
1,You,"""Has anyone been inside already?"""
11,Officer Tackelmore,"""Just the lady who discovered the body, and some of our technician team."""
111,Officer Tackelmore,"""I've been keeping the staff from cleaning up the crime scene, but they're not too happy about us sectioning off a part of the hospital."""
1111,You,"""I'll be quick then."""
11111,Officer Tackelmore,"""I'm sure they'd appreciate that, they say they clean every day."""
111111,Officer Tackelmore,"""Good luck though, it's a mess in there, I've got no clue what to make of it."""
1111111,You,"""Hmph.""[end]"
1111112,You,"""It can't be that bad…""[end]"
1112,You,"""Well they'll have to wait so I can conduct a thorough investigation."""
11121,Officer Tackelmore,"""Yeah, yeah, of course. They just- hate hearing that, y'know?"""
111211,Officer Tackelmore,"""I mean they clean this space every day, they definitely don't want a dead body stinking it up."""
1112111,You,"""It's a mortuary, pretty sure they do want dead bodies in there."""
11121111,Officer Tackelmore,"""...you know that's not what I meant""[end]"
1112112,You,"""It's– nevermind. I won't waste time, that's for sure."""
111211121,Officer Tackelmore,"""Good luck then.""[end]"
2,You,"""How long have you been here?"""
21,Officer Tackelmore,"""I was here in the hospital for a reason unrelated to the crime, and when it was discovered I was immediately found and brought to the room.""[next]"
211,Officer Tackelmore,"""That all happened about 45 minutes ago."""
2111,You,"""Did you see anything when you arrived?"""
21111,Officer Tackelmore,"""Nothing that you won't see yourself, I've made sure it's all exactly where it was when it was discovered."""
211111,You,"""Well done, I'll have a look now.""[end]"
211112,You,"""Interesting…""[end]"
2112,You,"""Who else has seen the crime scene?"""
21121,Officer Tackelmore,"""Just myself, Ms. Broz who discovered the body, and Dr. Lash here."""
211211,You,"""And where is Ms. Broz?"""
2112111,Officer Tackelmore,"""Detective Hare's talking to her, she was a bit– shaken, to say the least.""[end]"
211212,You,"""I'll take a look for myself now.""[end]"
@0,Doctor Lash,"""Ah… Detective, hello"""
1,You,"""Hello Dr. Lash, what’re you doing here?"""
11,Doctor Lash,"""I worked with Dr. MacGrain, and was the last one to see him alive it seems…"""
111,You,"""Ah. Did you notice anything– off?"""
1111,Doctor Lash,"""Tiernan was a difficult man to read typically."""
11111,Doctor Lash,"""Earlier though, he definitely seemed– manic, I might say."""
111111,You,"""What do you mean?"""
1111111,Doctor Lash,"""Weirdly excited, he had a large bag with him, and he briefly mentioned he was finally dealing with something."""
11111111,You,"""Did he say anything else?"""
111111111,Doctor Lash,"""Just that he should’ve done this a while ago I believe… that’s all"""
1111111111,You,"""Thanks for your help.""[end]"
1111111112,You,"""Well… sorry for your loss.""[end]"
11111112,You,"""Where was he heading?"""
111111121,Doctor Lash,"""To where he is now. I had just left, so he picked the perfect time when he’d be alone."""
1111111211,You,"""I see…""[end]"
112,You,"""What was he doing when you saw him?"""
1121,Doctor Lash,"""We passed each other in the hallway, he had this large bag with him."""
11211,Doctor Lash,"""I inquired about it, and while he didn’t exactly answer, he did say he was fixing something."""
112111,You,"""Where was he headed?"""
1121111,Doctor Lash,"""Well, right where you’ve found him. I was just leaving to take my break."""
11211111,Doctor Lash,"""He chose the exact time he knew no one would be in the room."""
112111111,You,"""Did he elaborate on what he was fixing?"""
1121111111,Doctor Lash,"""Afraid not. I didn’t ask, figuring he’d made some mistake in his work and was correcting it."""
11211111111,You,"""Very well, that’s all""[end]"
112112,You,"""He did say what he was fixing?"""
1121121,Doctor Lash,"""Not exactly, he just said it had been a problem for a while."""
11211211,Doctor Lash,"""I must say, ashamedly, that I did not inquire further, it was– and still is, incredibly late."""
112112111,You,"""It is, you best get some rest, I’ll take it from here.""[end]"
112112112,You,"""Ah well, that’s all then.""[end]"
2,You,"""Hello Doctor… was the victim one of your coworkers?"""
21,Doctor Lash,"""He was, and I talked to him not too long before he was killed."""
211,You,"""Did he say anything suspicious?"""
2111,Doctor Lash,"""It wasn’t a long conversation, but he said something about trying to fix something that had been bothering him for a while."""
21111,Doctor Lash,"""He said that he couldn’t ignore it any longer."""
211111,Doctor Lash,"""I didn’t inquire further since I am… especially tired."""
2111111,You,"""Has he talked about this problem before?"""
21111111,Doctor Lash,"""I’m not entirely sure. He has talked briefly about things troubling him at home, misfortune, that sort of thing."""
211111111,Doctor Lash,"""But more recently he’s been a bit more bedraggled, and while he didn’t say anything, I think whatever he’s been dealing with got worse recently."""
2111111111,You,"""Is Dr. MacGrain married?"""
21111111111,Doctor Lash,"""Huh?"""
211111111111,Doctor Lash,"""Oh, no. He lives alone."""
2111111111111,You,"""That’s all then.""[end]"
2111111112,You,"""Interesting, thanks for your help.""[end]"
2111112,You,"""Had he been acting strangely earlier in the day?"""
21111121,Doctor Lash,"""I’m pretty sure his lunch break consisted of him driving downtown, and when he came back he had that bag he brought in with him."""
211111211,Doctor Lash,"""Didn’t think much of it at the time."""
2111112111,You,"""I see, that’s all then.""[end]"
212,You,"""Were you the last one to see him?"""
2121,Doctor Lash,"""I was, I was exiting the mortuary to take my break and ran into him. He was looking a little manic and he had this large bag with him."""
21211,Doctor Lash,"""He picked the exact time he knew no one would be in the mortuary…"""
212111,You,"""Do you know what he had in the bag?"""
2121111,Doctor Lash,"""Not a clue, I do know that he didn’t come in with it, but got it in the middle of the day during his lunch break."""
21211111,You,"""Did he say where he went?"""
212111111,Doctor Lash,"""Someplace downtown, he didn’t mention anywhere by name.""[end]"
21211112,You,"""Thanks, that’s everything.""[end]"
212112,You,"""Was he acting strangely earlier in the day?"""
2121121,Doctor Lash,"""When he came back from his lunch break I noticed he had trouble focusing."""
21211211,Doctor Lash,"""I chalked it up to whatever he’s been going through."""
212112111,You,"""What’s he been going through?"""
2121121111,Doctor Lash,"""I couldn’t say exactly, just seems like he can’t catch a break lately. He’s been a bit of a mess."""
21211211111,You,"""Interesting…""[end]"
213,You,"""...will you still be performing the autopsy?"""
2131,Doctor Lash,"""..."""
21311,Doctor Lash,"""I don’t think I can bring myself too…"""
213111,Doctor Lash,"""Eudora wasn’t as close, she’ll– she’ll do a good job."""
2131111,You,"""Were you and Dr. MacGrain close?"""
21311111,Doctor Lash,"""We weren’t like– best pals or anything, but we talked fairly regularly."""
213111111,Doctor Lash,"""Tiernan wasn’t especially talkative, but I never minded."""
2131111111,You,"""Did anything odd stick out to you about today?"""
21311111111,Doctor Lash,"""Not until his lunch break. He apparently left and drove somewhere downtown."""
213111111111,Doctor Lash,"""I’m not sure where, but when he returned he brought this big bag of stuff."""
2131111111111,Doctor Lash,"""I didn’t think much of it at the time, but then when I ran into him just before he died, he was very manic."""
21311111111111,Doctor Lash,"""Muttering about… ‘fixing’ something."""
213111111111111,You,"""All very helpful…""[end]"
2131111112,You,"""Any idea why he might do this?"""
21311111121,Doctor Lash,"""He’s never been a very– lucky or cheerful fellow. Many doctors aren't, I'm afraid."""
213111111211,Doctor Lash,"""But ever since he’s started working in this morgue as a pathologist’s assistant, he’s had terrible luck."""
2131111112111,Doctor Lash,"""Perhaps he tried to fix it with some– oh I don’t know, occult means?"""
21311111121111,You,"""Interesting…""[end]"
2131112,You,"""Do you have any insights into what Dr. MacGrain might’ve been thinking?"""
21311121,Doctor Lash,"""Thinking back on everything now, Tiernan’s never been a very… fortunate person."""
213111211,Doctor Lash,"""Ever since he started working here as a pathologist’s assistant it’s like he’s been cursed."""
2131112111,Doctor Lash,"""Perhaps, especially with the uptick in strange supernatural stuff happening recently, he tried to fix his luck."""
21311121111,You,"""Things have been picking up recently, haven’t they?"""
213111211111,Doctor Lash,"""Yes they most certainly have. Never before this year have I had to conduct so many cryptid-related autopsies…""[end]"
21311121112,You,"""Thank you for your help.""[end]"
@0,Amelia Watson,"""Hello there, don’t mind me."""
1,You,"""When did you get here?"""
11,Amelia Watson,"""Oh only 5 or so minutes before you to be honest."""
111,Amelia Watson,"""I haven’t had time to fully survey the scene."""
1111,You,"""Taken some pictures already though?"""
11111,Amelia Watson,"""Of the writings, yes. Plus the layout of the room, I don't want to waste my film though.""[unlock1114]"
111111,Amelia Watson,"""And before you ask, I’ll send you whatever photos you need.""[getEVIDENCE_PHOTOS][back111]"
1112,You,"""What’re your first thoughts?"""
11121,Amelia Watson,"""This one’s a stumper. With nothing being seen entering or exiting the premises one might suspect suicide."""
111211,Amelia Watson,"""But why do that, then write a message in your blood?""[back111]"
1113,You,"""Well I’ll leave you to it."""
11131,Amelia Watson,"""Appreciate it, and I’ll send over some photos once they’re developed.""[getEVIDENCE_PHOTOS][end]"
1114,You,"[locked] ""These symbols, they’re strange, aren’t they?"""
11141,Amelia Watson,"""Incredibly, it’s familiar though…""[back211]"
2,You,"""What are you doing?"""
21,Amelia Watson,"""Taking pictures, which I’ll send you. Documenting all of this…""[getEVIDENCE_PHOTOS]"
211,Amelia Watson,"""What he’s written here is weirdly familiar."""
2111,You,"""I’ve seen them before as well."""
21111,Amelia Watson,"""Where have you seen this?"""
211111,You,"""A third party introduced it to me."""
2111111,Amelia Watson,"""Mildly concerning Detective…""[back211]"
211112,You,"""Some other case."""
2111121,Amelia Watson,"""Strange, they keep popping up in these types of cases, y’know, the weird ones.""[back211]"
2111131,You,"""I can’t recall exactly…"""
2111131,Amelia Watson,"""Weird…""[back211]"
2112,You,"""Where have you seen these symbols?"""
21121,Amelia Watson,"""At another crime scene Detective Mortsen was working on."""
21122,Amelia Watson,"""He dismissed it as gibberish, I still took some photos though."""
211221,You,"""Mind sending those over?"""
2112211,Amelia Watson,"""You got it.""[getEVIDENCE_PHOTOS][back211]"
211222,You,"""Mortsen would dismiss a smoking gun."""
2112221,Amelia Watson,"""I bet he would.""[back211]"
2113,You,"""They look like gibberish to me."""
21131,Amelia Watson,"""You and Mortsen agree then."""
211311,Amelia Watson,"""I think there’s gotta be more to it.""[back211]"
2114,You,"""What do you make of the rest of the scene?""[lock3114][back311]"
2115,You,"""Well, thanks for your insight.""[end]"
3,You,"""What do you make of all this?"""
31,Amelia Watson,"""Hard to tell, with the quick response and monitoring of most of the hospital–"""
311,Amelia Watson,"""I have no clue how something or someone could’ve gotten in here without being seen."""
3111,You,"""Is there security footage from inside the room?"""
31111,Amelia Watson,"""Nada, there is a camera that covers this hallway, but security didn’t see anything enter before or after Dr. MacGrain.""[back311]"
3112,You,"""Any chance the culprit was invisible?"""
31121,Amelia Watson,"""Maybe? But there’s so many doors and people in here."""
311211,Amelia Watson,"""Someone would’ve seen them push open a door at least, right?""[back311]"
3113,You,"""Any chance the culprit could teleport?"""
31131,Amelia Watson,"""I haven’t heard of anything like that in Abra, but if it is out there, this is going to be a nightmare.""[back311]"
3114,You,"""What do you make of what the doctor’s written there?""[lock 2114][back211]"
3115,You,"""That’s everything then.""[end]"
@0,Myling,"You place the dirt down on your desk, and lay your hands on the board."
1,You,"""Are there any spirits here?"""
11,Myling,"The papers on your corkboard rustle, the lights flicker, and the board shudders."
111,You,"""Why are you lingering in our world?"""
1111,Myling,A voice drifts through the window.
11111,Myling,"""I was not buried… in my home’s soil… MacGrain..."""
111111,Myling,the voice dies down before it could finish its sentence.[back11][unlock115]
112,You,"""Who were you?"""
1121,Myling,"A human visage flickers before you, remaining on a second, but enough to get a look at the young adult ghost, covered in dirt and grime, with incredibly long nails growing out of their fingernails[getEVIDENCE_CLAWS]"
11211,Myling,"""...a foreigner… to this land.""[back11]"
113,You,"""Why was Dr. MacGrain contacting you?"""
1131,Myling,"The board rattles, and the open book yellows momentarily"
11311,Myling,"""He was… curious… asking if I… was haunting…""[back11]"
114,You,"""Thank you spirit, you may leave.""[end]"
115,You,"[locked] ""How was MacGrain connected?"""
1151,Myling,The dirt crumbles into dust on your desk.
11511,Myling,"""He said… to fly me home… unnecessary… my family… listened.""[getEVIDENCE_BURIAL][back11]"
2,You,"""Myling, I call upon you!"""
21,Myling,"There’s a sudden sharp scraping sound, and claw marks faintly appear on your desk.[getEVIDENCE_CLAWS]"
211,You,"""Why do you remain here?"""
2111,Myling,"The board rattles, and over it’s rattling you faintly hear ethereal words."
21111,Myling,"""MacGrain, he advised… my family to not… fly me back… I’m separated… from my home’s soil.""[getEVIDENCE_BURIAL][back21]"
212,You,"""Name yourself."""
2121,Myling,The claw marks deepen in the desk as a voice quietly fills the room.
21211,Myling,"""Forgotten… my only memory… is of home…""[back21]"
213,You,"""Why attack Dr. MacGrain?"""
2131,Myling,The dirt on your desk crumbles into dust.
21311,Myling,"""He had asked me… if I was… punishing him… I did not… attack…""[back21]"
214,You,"""I release you!""[end]"
@0,Dybbuk,"You place the death tag down on your desk, and lay your hands on the board."
1,You,"""Are there any spirits here?"""
11,Dybbuk,"The death tag suddenly flies off your desk, and there’s a faint murmur in the back of your mind."
111,You,"""What goals do you have left to complete here?"""
1111,Dybbuk,The murmur in the back of your head grows louder.
11111,Dybbuk,"""That bastard… Dr. MacGrain… I don’t rest… till he has learned…"""
111111,You,"""Dr. MacGrain is dead."""
1111111,Dybbuk,"""He… …what?""[back11]"
111112,You,"""Learned what?"""
1111121,Dybbuk,"""His mistake… my examination.""[back11][unlock115]"
112,You,"""In life, who were you?"""
1121,Dybbuk,"""All fuzzy now… but I knew… I had enemies…""[back11]"
113,You,"""What connection do you have to Dr. MacGrain?"""
1131,Dybbuk,"""He and I… knew each other… we did not get along…"""
11311,Dybbuk,"""He was the bane of my existence…""[getEVIDENCE_HATED]"
114,You,"""You are free to go, spirit.""[end]"
115,You,"[locked] ""He made a mistake with your examination?"""
1151,Dybbuk,"""Yes… he was distracted… wrong… now I will never… be avenged…""[getEVIDENCE_INCORRECTxINFO][back11]"
2,You,"""Dybbuk, reveal yourself!"""
21,Dybbuk,"In the back of your head, you hear a faint chuckle. Nothing appears."
211,You,"""Why are you here?"""
2111,Dybbuk,The voice in your mind grows louder
21111,Dybbuk,"""You asked me… to reveal myself…""[back21][unlock215]"
212,You,"""Do you not have an incorporeal form?"""
2121,Dybbuk,There’s a momentary silence before the voice thrums in your head.
21211,Dybbuk,"""Not incorporeal nor physical… my only avenue… is to control…"""
212111,Dybbuk,"""Possession… it is how I exist… in this rotten state…""[back21]"
213,You,"""Is this funny to you?"""
2131,Dybbuk,"Any presence in your mind momentarily vanishes, before a clear voice speaks to you."
21311,Dybbuk,"""Somewhat… for I cannot reveal myself… to anyone…""[back21]"
214,You,"""That is all, spirit.""[end]"
215,You,"[locked] ""I meant why are you still here in this realm?"""
2151,Dybbuk,"""MacGrain… failed me… he must… learn…"""
21511,Dybbuk,"""That rotten… rotten man…""[back21][getEVIDENCE_HATED][unlock216]"
216,You,"[locked] ""You don’t like MacGrain?"""
2161,Dybbuk,"""He… didn’t know… how I was killed… I will never… be avenged""[back21][getEVIDENCE_INCORRECTxINFO]"
@0,Gjenganger,"You place the urn down on your desk, and lay your hands on the board."
1,You,"""Are there any spirits here?"""
11,Gjenganger,"The powder in the urn shifts and rises, forming the vague outline of a face above your desk."
111,You,"""Why are you here still, instead of moving on?"""
1111,Gjenganger,"""This… painful state… is a mockery…"" Ash and dust starts spreading on your desk as the face speaks."
11111,Gjenganger,"""I’m meant to inhabit… a real body.""[back11][unlock116]"
112,You,"""Who were you before this?"""
1121,Gjenganger,"""A man… with conviction… faith… now my body is… desecrated by fire…""[back11]"
113,You,"""How are you doing that?"""
1131,Gjenganger,"""My current state… a Gjenganger… we possess our old bodies… this is all… I have left.""[back11]"
114,You,"""Did you know Dr. MacGrain in life?"""
1141,Gjenganger,"""Only… in death…"" The face loses dust as it moves and speaks."
11411,Gjenganger,"""He… ruined me… my salvation… gone…"" [back11]"
115,You,"""You are released."""
1151,Gjenganger,"The dust immediately loses shape, falling mostly back into the urn. [end]"
116,You,"[locked] ""Did you not want to be cremated?"""
1161,Gjenganger,"""It was… painful… for my soul… MacGrain… he is at fault…"""
11611,Gjenganger,"""Cremation is against… our nature.""[back11][getEVIDENCE_CREMATION]"
2,You,"""Gjenganger, return to this realm!"""
21,Gjenganger,"The ash in the urn shifts, rising up and down like a wave. After a moment it rises further, forming the outline of a face with the powder."
211,Gjenganger,"""I arrive."" The ashen face speaks, sending little bits of dust everywhere."
2111,You,"""Why haven’t you moved on yet?"""
21111,Gjenganger,"""I cannot… and never will… this body is… a mockery"" Ash and dust starts spreading on your desk as the face speaks."
211111,Gjenganger,"""I’m meant to inhabit… a real body.""[back11][unlock116]"
2112,You,"""What were you like before death?"""
21121,Gjenganger,"""A man… with conviction… faith… now my body is… desecrated by fire…""[back11]"
2113,You,"""How are you controlling this bone powder?"""
21131,Gjenganger,"""My current state… a Gjenganger… we possess whatever is left… of our bodies… this is all… I have left.""[back11]"
2114,You,"""Why was MacGrain contacting you? Did you know him?"""
21141,Gjenganger,"""Only… in death…"" The face loses dust as it moves and speaks."
211411,Gjenganger,"""He… ruined me… my salvation… is lost…""[back11]"
2115,You,"""You are released."""
21151,Gjenganger,"The dust immediately loses shape, falling mostly back into the urn.[end]"
2116,You,"[locked] ""Did you not want to be cremated?"""
